x,y(x),y'(x)
9.3100000000e-01,1.8378543132e+00,2.3053362501e+00
9.3200000000e-01,1.8401596494e+00,2.3065994573e+00
9.3300000000e-01,1.8424662489e+00,2.3078648131e+00
9.3400000000e-01,1.8447741137e+00,2.3091323192e+00
9.3500000000e-01,1.8470832460e+00,2.3104019773e+00
9.3600000000e-01,1.8493936480e+00,2.3116737889e+00
9.3700000000e-01,1.8517053218e+00,2.3129477559e+00
9.3800000000e-01,1.8540182695e+00,2.3142238797e+00
9.3900000000e-01,1.8563324934e+00,2.3155021620e+00
9.4000000000e-01,1.8586479956e+00,2.3167826044e+00
9.4100000000e-01,1.8609647782e+00,2.3180652087e+00
9.4200000000e-01,1.8632828434e+00,2.3193499764e+00
9.4300000000e-01,1.8656021934e+00,2.3206369093e+00
9.4400000000e-01,1.8679228303e+00,2.3219260088e+00
9.4500000000e-01,1.8702447563e+00,2.3232172767e+00
9.4600000000e-01,1.8725679735e+00,2.3245107147e+00
9.4700000000e-01,1.8748924843e+00,2.3258063243e+00
9.4800000000e-01,1.8772182906e+00,2.3271041073e+00
9.4900000000e-01,1.8795453947e+00,2.3284040652e+00
9.5000000000e-01,1.8818737988e+00,2.3297061997e+00
9.5100000000e-01,1.8842035050e+00,2.3310105125e+00
9.5200000000e-01,1.8865345155e+00,2.3323170052e+00
9.5300000000e-01,1.8888668325e+00,2.3336256795e+00
9.5400000000e-01,1.8912004582e+00,2.3349365370e+00
9.5500000000e-01,1.8935353947e+00,2.3362495794e+00
9.5600000000e-01,1.8958716443e+00,2.3375648083e+00
9.5700000000e-01,1.8982092091e+00,2.3388822253e+00
9.5800000000e-01,1.9005480913e+00,2.3402018322e+00
9.5900000000e-01,1.9028882931e+00,2.3415236306e+00
9.6000000000e-01,1.9052298168e+00,2.3428476221e+00
9.6100000000e-01,1.9075726644e+00,2.3441738084e+00
9.6200000000e-01,1.9099168382e+00,2.3455021912e+00
9.6300000000e-01,1.9122623404e+00,2.3468327721e+00
9.6400000000e-01,1.9146091732e+00,2.3481655527e+00
9.6500000000e-01,1.9169573387e+00,2.3495005348e+00
9.6600000000e-01,1.9193068392e+00,2.3508377199e+00
9.6700000000e-01,1.9216576770e+00,2.3521771099e+00
9.6800000000e-01,1.9240098541e+00,2.3535187062e+00
9.6900000000e-01,1.9263633728e+00,2.3548625106e+00
9.7000000000e-01,1.9287182353e+00,2.3562085247e+00
9.7100000000e-01,1.9310744438e+00,2.3575567502e+00
9.7200000000e-01,1.9334320006e+00,2.3589071888e+00
9.7300000000e-01,1.9357909078e+00,2.3602598422e+00
9.7400000000e-01,1.9381511676e+00,2.3616147119e+00
9.7500000000e-01,1.9405127823e+00,2.3629717996e+00
9.7600000000e-01,1.9428757541e+00,2.3643311071e+00
9.7700000000e-01,1.9452400852e+00,2.3656926360e+00
9.7800000000e-01,1.9476057779e+00,2.3670563880e+00
9.7900000000e-01,1.9499728342e+00,2.3684223647e+00
9.8000000000e-01,1.9523412566e+00,2.3697905678e+00
9.8100000000e-01,1.9547110472e+00,2.3711609990e+00
9.8200000000e-01,1.9570822082e+00,2.3725336599e+00
9.8300000000e-01,1.9594547418e+00,2.3739085522e+00
9.8400000000e-01,1.9618286504e+00,2.3752856777e+00
9.8500000000e-01,1.9642039361e+00,2.3766650378e+00
9.8600000000e-01,1.9665806011e+00,2.3780466345e+00
9.8700000000e-01,1.9689586477e+00,2.3794304692e+00
9.8800000000e-01,1.9713380782e+00,2.3808165438e+00
9.8900000000e-01,1.9737188948e+00,2.3822048598e+00
9.9000000000e-01,1.9761010996e+00,2.3835954189e+00
9.9100000000e-01,1.9784846950e+00,2.3849882229e+00
9.9200000000e-01,1.9808696833e+00,2.3863832734e+00
9.9300000000e-01,1.9832560665e+00,2.3877805720e+00
9.9400000000e-01,1.9856438471e+00,2.3891801206e+00
9.9500000000e-01,1.9880330272e+00,2.3905819207e+00
9.9600000000e-01,1.9904236091e+00,2.3919859740e+00
9.9700000000e-01,1.9928155951e+00,2.3933922822e+00
9.9800000000e-01,1.9952089874e+00,2.3948008470e+00
9.9900000000e-01,1.9976037882e+00,2.3962116701e+00
1.0000000000e+00,1.9999999999e+00,2.3976247531e+00
